Vrid,id,Vstatus,sex,race,race_other,hispanic,age_weight,income_weight,race_weight,flag,weight
210,C2058536518,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9783630006284733
211,C2058546841,Complete,Female,Black/African-American,"",No,35-54,0-25K,Not white or Hispanic,0,1.0924057612006661
212,C2058552920,Complete,Female,White,"",No,18-34,25-35K,White,0,0.6340081763232666
213,C2058553647,Complete,Female,Black/African-American,"",No,18-34,25-35K,Not white or Hispanic,1,0.7212309177257686
214,C2058564836,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
215,C2058566203,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
216,C2058566448,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
217,C2058565815,Complete,Female,Asian,"",No,18-34,50-75K,Not white or Hispanic,0,1.0247223423895853
218,C2058566273,Partial,,,"",,,,,0,1
219,C2058573289,Complete,Female,Asian,"",No,18-34,100-150K,Not white or Hispanic,0,1.1694772574501386
220,C2058576831,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
221,C2058591358,Complete,Female,American Indian/Alaska Native,"",No,18-34,100-150K,Not white or Hispanic,0,1.1694772574501386
222,C2058592471,Disqualified,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
223,C2058593235,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
224,C2058598954,Complete,Female,White,"",No,35-54,25-35K,White,0,0.599926503081218
225,C2058605529,Complete,Female,White,"",No,18-34,50-75K,White,3,0.9007965792491909
226,C2058608533,Complete,Female,White,"",Yes,18-34,0-25K,Hispanic,0,1.8021015239529314
227,C2058658839,Complete,Female,Other,Hispanic/Latino,Yes,18-34,25-35K,Hispanic,0,1.1258299489310741
228,C2058703405,Complete,Male,White,"",No,35-54,100-150K,White,1,1.426284817494085
229,C2058745380,Complete,Male,White,"",Yes,18-34,100-150K,Hispanic,0,2.6765848066277935
230,C2058786009,Complete,Male,White,"",Yes,35-54,50-75K,Hispanic,0,2.2192111347658603
231,C2058789430,Complete,Female,White,"",No,55+,35-50K,White,1,0.5263124013008501
232,C2058795954,Complete,Female,White,"",No,35-54,150K+,White,0,1.3433812596123942
233,C2058812154,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
234,C2058834635,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280454221035191
235,C2058837196,Complete,Male,Black/African-American,"",No,18-34,0-25K,Not white or Hispanic,3,1.6926671212158528
236,C2058873223,Complete,Female,White,"",No,35-54,150K+,White,0,1.3433812596123942
237,C2058884744,Complete,Male,White,"",No,35-54,150K+,White,0,1.9696544958050244
238,C2058909519,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
239,C2058914306,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8523734581948778
240,C2058917474,Complete,Male,White,"",No,18-34,75-100K,White,0,1.515959492888191
241,C2058923896,Complete,Female,White,"",No,18-34,50-75K,White,2,0.9007965792491909
242,C2058938386,Complete,Male,White,"",No,35-54,100-150K,White,3,1.426284817494085
243,C2058943612,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9783630006284733
244,C2058946033,Complete,Female,White,"",No,35-54,0-25K,White,0,0.960294639957749
245,C2058957687,Complete,Male,White,"",No,18-34,100-150K,White,0,1.5073116980373953
246,C2058963461,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
247,C2058967715,Complete,Male,White,"",No,18-34,100-150K,White,1,1.5073116980373953
248,C2058988842,Complete,Female,White,"",No,55+,150K+,White,0,0.7956756252488698
249,C2058988460,Complete,Male,White,"",No,55+,0-25K,White,4,
250,C2058995413,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
251,C2059015298,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
252,C2059151126,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
253,C2059155507,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
254,C2059160415,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
255,C2059162816,Complete,Female,American Indian/Alaska Native,"",No,55+,35-50K,Not white or Hispanic,0,0.5987190550159709
256,C2059164617,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
257,C2059167999,Complete,Male,White,"",No,35-54,150K+,White,0,1.9696544958050244
258,C2059163153,Partial,,,"",,,,,0,1
259,C2059170938,Complete,Female,White,"",Yes,18-34,25-35K,Hispanic,0,1.1258299489310741
260,C2059169895,Partial,,,"",,,,,0,1
261,C2059169895,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
262,C2059174735,Complete,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
263,C2059176334,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
264,C2059177495,Complete,Male,White,"",No,35-54,0-25K,White,0,1.407976061416836
265,C2059177978,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
266,C2059185592,Complete,Male,White,"",No,55+,0-25K,White,3,0.8339346890446587
267,C2059184935,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
268,C2059189324,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
269,C2059192122,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
270,C2059192461,Complete,Male,White,"",No,18-34,75-100K,White,0,1.515959492888191
271,C2059193301,Complete,Female,White,"",No,18-34,50-75K,White,3,0.9007965792491909
272,C2059195072,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
273,C2059191165,Complete,Female,American Indian/Alaska Native,"",No,18-34,50-75K,Not white or Hispanic,0,1.0247223423895853
274,C2059193420,Complete,Male,White,"",No,35-54,50-75K,White,0,1.2497429170054246
275,C2059197578,Complete,Male,White,"",No,18-34,25-35K,White,1,0.9295775461633098
276,C2059200723,Complete,Male,White,"",No,18-34,0-25K,White,3,1.4879628261478124
277,C2059203020,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
278,C2059208513,Complete,Male,White,"",No,35-54,25-35K,White,3,0.8796072786421404
279,C2059218594,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
280,C2059226997,Complete,Male,Other,Mixed Race,Yes,18-34,35-50K,Hispanic,3,2.444963330708397
281,C2059227637,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
282,C2059233745,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
283,C2059234196,Complete,Female,Other,mixed,Yes,35-54,100-150K,Hispanic,0,1.7274020546946702
284,C2059237192,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
285,C2059237628,Complete,Female,White,"",No,55+,0-25K,White,4,
286,C2059238710,Complete,Male,American Indian/Alaska Native,"",No,18-34,0-25K,Not white or Hispanic,0,1.6926671212158528
287,C2059243544,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
288,C2059246801,Complete,Female,White,"",No,35-54,75-100K,White,1,0.9783630006284733
289,C2059253884,Complete,Male,White,"",Yes,35-54,35-50K,Hispanic,0,2.3135321529446804
290,C2059227467,Complete,Female,White,"",No,55+,150K+,White,0,0.7956756252488698
291,C2059259211,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
292,C2059260120,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
293,C2059261887,Partial,,,"",,,,,0,1
294,C2059260502,Partial,,,"",,,,,0,1
295,C2059261051,Complete,Female,White,"",No,18-34,25-35K,White,0,0.6340081763232666
296,C2059268068,Partial,,,"",,,,,0,1
297,C2059269013,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
298,C2059271486,Partial,,,"",,,,,0,1
299,C2059229580,Complete,Male,White,"",No,18-34,50-75K,White,4,
300,C2059274124,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
301,C2059274220,Complete,Female,White,"",No,35-54,100-150K,White,2,0.9727819263591836
302,C2059278197,Partial,,,"",,,,,0,1
303,C2059280682,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
304,C2059282787,Partial,,,"",,,,,0,1
305,C2059292519,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
306,C2059292076,Complete,Female,Native Hawaiian or Other Pacific Islander,"",Yes,18-34,100-150K,Hispanic,1,1.8255353294931265
307,C2059293765,Complete,Male,White,"",No,35-54,100-150K,White,1,1.426284817494085
308,C2059295094,Complete,Female,White,"",Yes,18-34,35-50K,Hispanic,3,1.6675604406298343
309,C2059295964,Partial,,,"",,,,,0,1
310,C2059301712,Complete,Female,White,"",No,55+,50-75K,White,4,
311,C2059302119,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8796072786421404
312,C2059308504,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
313,C2059308320,Complete,Female,White,"",No,18-34,0-25K,White,2,1.0148487361129228
314,C2059310480,Complete,Female,American Indian/Alaska Native,"",No,55+,150K+,Not white or Hispanic,0,0.9051395279130707
315,C2059310891,Partial,,,"",,,,,0,1
316,C2059311255,Complete,Female,Other,Hispanic,Yes,18-34,0-25K,Hispanic,0,1.8021015239529314
317,C2059312050,Complete,Female,White,"",Yes,18-34,0-25K,Hispanic,0,1.8021015239529314
318,C2059311148,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
319,C2059316491,Partial,,,"",,55+,,,0,0.7088952729972102
320,C2059321190,Complete,Male,White,"",No,18-34,75-100K,White,1,1.515959492888191
321,C2059322105,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
322,C2059326392,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
323,C2059326210,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
324,"",Partial,,,"",,,,,0,1
325,C2059329483,Disqualified,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
326,C2059330028,Complete,Female,White,"",Yes,35-54,50-75K,Hispanic,2,1.5135886298419754
327,C2059336394,Complete,Female,White,"",No,18-34,25-35K,White,0,0.6340081763232666
328,C2059336949,Complete,Male,Other,Hispanic,Yes,18-34,50-75K,Hispanic,0,2.345283959289774
329,C2059339816,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
330,C2059340497,Partial,,,"",,,,,0,1
331,C2059347732,Complete,Male,White,"",No,18-34,50-75K,White,1,1.3207404967342493
332,C2059352504,Complete,Female,White,"",No,55+,75-100K,White,2,0.5794777816612017
333,C2059352933,Partial,,,"",,,,,0,1
334,C2059356871,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
335,C2059364174,Complete,Male,White,"",No,35-54,35-50K,White,0,1.3028595504555174
336,C2059365419,Complete,Female,White,"",No,35-54,25-35K,White,0,0.599926503081218
337,C2059366267,Complete,Female,White,"",Yes,55+,50-75K,Hispanic,2,0.896488298315683
338,C2059370124,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
339,C2059371454,Partial,,,"",,,,,0,1
340,C2059371056,Complete,Male,White,"",No,35-54,50-75K,White,4,
341,C2059375829,Complete,Female,White,"",Yes,18-34,25-35K,Hispanic,0,1.1258299489310741
342,C2059376600,Complete,Female,White,"",No,55+,50-75K,White,1,0.5048550286390296
343,C2059378712,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
344,C2059383652,Complete,Male,White,"",No,18-34,0-25K,White,1,1.4879628261478124
345,C2059386292,Complete,Male,White,"",No,18-34,75-100K,White,1,1.515959492888191
346,C2059357127,Complete,Female,Other,Caucasian Am Indian Mexican,Yes,55+,0-25K,Hispanic,0,1.0099949727207111
347,C2059386947,Complete,Female,White,"",No,18-34,75-100K,White,0,1.033943555793603
348,C2059385832,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
349,C2059390025,Complete,Female,Other,Hispanic,Yes,18-34,25-35K,Hispanic,2,1.1258299489310741
350,C2059393062,Partial,,,"",,,,,0,1
351,C2059393638,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
352,C2059395301,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8886010758316393
353,C2059394626,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
354,C2059396863,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
355,C2059397380,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
356,C2059398787,Complete,Female,White,"",No,18-34,150K+,White,3,1.4196984099540617
357,C2059400372,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
358,C2059402753,Complete,Female,Asian,"",No,18-34,75-100K,Not white or Hispanic,0,1.1761868181987674
359,C2059407513,Complete,Female,American Indian/Alaska Native,"",Yes,18-34,35-50K,Hispanic,3,1.6675604406298343
360,C2059409498,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
361,C2059409264,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
362,C2059410348,Partial,,,"",,,,,0,1
363,C2059411955,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
364,C2059413408,Complete,Female,White,"",Yes,18-34,25-35K,Hispanic,0,1.1258299489310741
365,C2059419995,Complete,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
366,C2059421331,Complete,Female,White,"",No,18-34,75-100K,White,0,1.033943555793603
367,C2059419114,Complete,Female,Asian,"",No,35-54,75-100K,Not white or Hispanic,2,1.1129598499884772
368,C2059421310,Complete,Male,White,"",Yes,35-54,35-50K,Hispanic,0,2.3135321529446804
369,C2059421901,Complete,Female,White,"",No,18-34,75-100K,White,0,1.033943555793603
370,C2059428029,Complete,Female,White,"",No,35-54,150K+,White,0,1.3433812596123942
371,C2059428308,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
372,C2059440269,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
373,C2059455371,Complete,Female,Asian,"",No,55+,25-35K,Not white or Hispanic,0,0.40421673884162257
374,C2059458733,Complete,Female,Asian,"",No,18-34,50-75K,Not white or Hispanic,0,1.0247223423895853
375,C2059466411,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
376,C2059471353,Complete,Female,White,"",No,35-54,0-25K,White,1,0.960294639957749
377,C2059473763,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
378,C2059473021,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
379,C2059475033,Complete,Female,Black/African-American,"",Yes,18-34,0-25K,Hispanic,1,1.8021015239529314
380,C2059475088,Complete,Female,White,"",Yes,35-54,25-35K,Hispanic,0,1.0653099590027169
381,C2059479366,Complete,Female,White,"",No,18-34,35-50K,White,1,0.9390822787014618
382,1164743365,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
383,C2059482351,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
384,C2059482947,Complete,Female,White,"",No,55+,0-25K,White,2,0.5687760139604612
385,C2059483718,Disqualified,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
386,C2059485797,Complete,Female,White,"",No,18-34,35-50K,White,2,0.9390822787014618
387,C2059487384,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
388,C2059499354,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
389,C2059511299,Complete,Female,White,"",No,18-34,25-35K,White,6,
390,C2059522773,Complete,Male,White,"",No,55+,75-100K,White,3,0.8496255323655689
391,C2059540986,Complete,Female,Black/African-American,"",No,35-54,25-35K,Not white or Hispanic,0,0.6824605084661585
392,C2059538390,Complete,Female,Other,Caucasian Am Indian Mexican,Yes,55+,0-25K,Hispanic,0,1.0099949727207111
393,C2059546859,Complete,Female,White,"",No,18-34,150K+,White,1,1.4196984099540617
394,C2059550681,Complete,Male,White,"",No,55+,35-50K,White,3,0.7716748912510978
395,C2059552199,Complete,Male,White,"",No,55+,0-25K,White,0,0.8339346890446587
396,C2059558657,Complete,Male,Other,Mexican,Yes,18-34,0-25K,Hispanic,0,2.6422263546948095
397,C2059567362,Partial,,,"",,,,,0,1
398,C2059573191,Complete,Male,Black/African-American,"",No,35-54,0-25K,Not white or Hispanic,3,1.6016762950921482
399,C2059578278,Complete,Female,White,"",No,35-54,0-25K,White,1,0.960294639957749
400,C2059607766,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
401,C2059641871,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
402,C2059647902,Complete,Male,White,"",Yes,35-54,100-150K,Hispanic,0,2.53270261048147
403,C2059658314,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
404,C2059658783,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
405,C2059665492,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
406,C2059670849,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
407,C2059684526,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
408,C2059686424,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
409,C2059686441,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
410,C2059695326,Complete,Male,White,"",Yes,35-54,75-100K,Hispanic,1,2.5472333094882087
411,C2059699379,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
412,C2059703128,Complete,Female,White,"",No,18-34,35-50K,White,1,0.9390822787014618
413,C2059703620,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
414,C2059715751,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
415,C2059722541,Complete,Female,White,"",Yes,18-34,100-150K,Hispanic,0,1.8255353294931265
416,C2059724534,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
417,C2059725051,Complete,Female,White,"",No,55+,25-35K,White,2,0.3553324062152285
418,C2059726144,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
419,C2059730178,Complete,Male,White,"",No,55+,0-25K,White,2,0.8339346890446587
420,C2059730575,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
421,C2059732863,Complete,Male,White,"",No,35-54,100-150K,White,0,1.426284817494085
422,C2059723963,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
